DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime
Wavelet,{},001,2,17.539475707858873,21.358620669196313,0.4989928814501911,0.008996248245239258
Wavelet,{},002,2,25.456091327799903,27.07215771051205,0.5703981053448567,0.009969949722290039
Wavelet,{},003,2,24.085176093016607,29.213027742857363,0.6926838837751119,0.009489059448242188
Wavelet,{},004,2,19.043272591802495,20.840352489364918,0.4855675312526105,0.01015782356262207
Wavelet,{},005,2,19.998701980042473,21.884548742474482,0.5141944942474926,0.009446859359741211
Wavelet,{},006,2,20.231335222630825,22.627108513184105,0.44415350805335707,0.009804010391235352
Wavelet,{},007,2,33.38877106627666,34.778339278117244,0.843217600943354,0.011111259460449219
Wavelet,{},008,2,31.679689062510384,33.06647389510357,0.7921714803754639,0.008849859237670898
Wavelet,{},009,2,28.55515959566256,31.750021616891082,0.7683641891614229,0.009238004684448242
Wavelet,{},010,2,35.53403281040636,38.30579846678998,0.9194846940146028,0.008307933807373047
Wavelet,{},011,2,26.28953028244368,28.31202108651066,0.5864220400955361,0.008275747299194336
Wavelet,{},012,2,37.43370024281295,37.67338347170567,0.8712597503704265,0.008730888366699219
Wavelet,{},013,2,27.59382313421106,32.082744730186484,0.7962290995428796,0.008303165435791016
Wavelet,{},014,2,29.724122579625828,30.930530255711368,0.653624035698336,0.008094072341918945
Wavelet,{},015,2,22.895245196205657,27.927412395351368,0.7131359869166305,0.00822591781616211
Wavelet,{},016,2,27.316471992114415,31.058187366344878,0.7526983361256964,0.008057117462158203
Wavelet,{},017,2,14.136766464968964,21.173198820742847,0.4875150692321943,0.009011030197143555
Wavelet,{},018,2,18.141487733453758,24.362637715853083,0.5667642494278587,0.008491992950439453
Wavelet,{},019,2,26.70634232048295,28.664297470603227,0.6526161816907922,0.008022069931030273
Wavelet,{},020,2,23.60373228551749,27.035757040390447,0.6067900306596464,0.008581161499023438
Wavelet,{},021,2,19.947667502180146,23.647114845155702,0.5532069713244594,0.007828950881958008
Wavelet,{},022,2,19.102472846792427,26.654202912374565,0.6523935033341793,0.008514881134033203
Wavelet,{},023,2,26.231905544406647,28.056052794780655,0.5938085599402059,0.008283138275146484
Wavelet,{},024,2,25.912737578209942,27.275181537468217,0.5480634811964675,0.007961273193359375
Wavelet,{},025,2,22.318391517736387,24.767762144045218,0.5856365611076312,0.00832509994506836
Wavelet,{},026,2,23.33250961587765,24.79693101364203,0.5067049461237074,0.008614778518676758
Wavelet,{},027,2,28.40458608558756,29.428612728390018,0.6526828093323712,0.009104728698730469
Wavelet,{},028,2,28.23681434753162,29.674269127092323,0.6692535212568951,0.00917506217956543
Wavelet,{},029,2,27.298700925234645,28.857277550970192,0.6142023844576084,0.008608102798461914
Wavelet,{},030,2,25.481639266084052,26.313552571199168,0.5653602264370404,0.008566856384277344
Wavelet,{},031,2,22.9523775712199,30.18996369205041,0.7135206390940362,0.008738040924072266
Wavelet,{},032,2,28.6519559722919,31.2654926649428,0.7684094306544997,0.00863194465637207
